Fecha,Ciudad,Nombre,Apellido,Género,Producto
2023-05-15,Medellin,Odalis,Bolaños,Femenino,Completo
2023-05-15,Medellin,Obdulia,Hervia,Femenino,Fuerte
2023-05-15,Medellin,María Ángeles,Santamaria,Femenino,Kit de emergencia
2023-05-15,Bello,Carlota,Bravo,Femenino,Waffle
2023-05-15,Envigado,Jose Ignacio,Marín,Masculino,V fresas
2023-05-15,Bello,Alex,Torrijos,Masculino,Sánduche
2023-05-15,Bello,Octavio,Frías,Masculino,Variado
2023-05-15,Itagui,Merche,Gámez,Femenino,Sánduche
2023-05-15,Envigado,Diana,Cañete,Femenino,Variado
2023-05-15,Bello,Brunilda,Bautista,Femenino,Choco candy
2023-05-15,Medellin,Berto,Fuertes,Masculino,Completo
2023-05-15,Bello,Laura,Vergara,Femenino,V gomas
2023-05-15,Medellin,Benita,Ballesteros,Femenino,Virtuosa
2023-05-15,La Estrella,Natalia,Ferrera,Femenino,Sánduche
2023-05-15,Copacabana,Margarita,Larrea,Femenino,Variado
2023-05-15,Bello,Florinda,Boada,Femenino,Sánduche
2023-05-15,Bello,Aránzazu,Cárdenas,Femenino,Sánduche
2023-05-15,Bello,Íngrid,Reig,Femenino,Tradicional
2023-05-15,Itagui,Emperatriz,Zaragoza,Femenino,Virtuosa
2023-05-15,Sabaneta,Aura,Rozas,Femenino,Sánduche
2023-05-15,San Antonio de Prado,Ana,Armengol,Femenino,Sánduche
2023-05-15,Copacabana,Santiago,Campoy,Masculino,Fuerte
2023-05-15,Sabaneta,Tamara,Uriarte,Femenino,Completo
2023-05-15,Medellin,Salud,Solsona,Femenino,Waffle
2023-05-15,Bello,Jonatan,Vergara,Masculino,Kit de emergencia
2023-05-15,Caldas,Florina,Casanova,Femenino,Fuerte
2023-05-15,San Antonio de Prado,Plinio,Lobo,Masculino,Liviano
2023-05-15,Caldas,Encarnita,Gil,Femenino,Variado
2023-05-15,Copacabana,Magdalena,Matas,Femenino,Virtuosa
2023-05-15,Bello,Jimena,Alemany,Femenino,Choco candy
2023-05-15,Medellin,Gracia,Sanabria,Femenino,Virtuosa
2023-05-15,San Antonio de Prado,Marita,Riba,Femenino,Liviano
2023-05-15,San Antonio de Prado,Brunilda,Paredes,Femenino,Waffle
2023-05-15,Itagui,Reina,Baena,Femenino,Super Box
2023-05-15,Caldas,Perlita,Domínguez,Femenino,Virtuosa
2023-05-15,Envigado,Delia,Cazorla,Femenino,Sánduche
2023-05-15,Medellin,Celia,Vaquero,Femenino,Bizcopizza
2023-05-15,Envigado,Pascuala,Lumbreras,Femenino,Virtuosa
2023-05-15,Envigado,Lucio,Bellido,Masculino,Variado
2023-05-15,Medellin,Olga,Beltran,Femenino,Cupcakes
2023-05-15,Medellin,Fabiola,Amor,Femenino,Bizcopizza
2023-05-15,Copacabana,Felix,Suárez,Masculino,Tradicional
2023-05-15,La Estrella,Jose Francisco,Ortiz,Masculino,Completo
2023-05-15,Medellin,Rafael,Corral,Masculino,Completo
2023-05-15,Medellin,Bautista,Jerez,Masculino,Sánduche
2023-05-15,Sabaneta,Sosimo,Mendez,Masculino,Bizcopizza
2023-05-15,La Estrella,Teodora,Blanch,Femenino,Sánduche
2023-05-15,Bello,Isaura,Vicens,Femenino,Bizcopizza
2023-05-15,Bello,Ruben,Cuevas,Masculino,Completo
2023-05-15,Bello,Nayara,Nadal,Femenino,Waffle
2023-05-15,Envigado,Dalila,Pallarès,Femenino,Sánduche
2023-05-15,Itagui,Carolina,Nuñez,Femenino,Sánduche
2023-05-15,Envigado,Selena,Pons,Femenino,Sánduche
2023-05-15,La Estrella,Claudio,Gallo,Masculino,Mini gomas
2023-05-15,Bello,Adelaida,Losada,Femenino,Variado
2023-05-15,San Antonio de Prado,Sandalio,Ortega,Masculino,Liviano
2023-05-15,Medellin,Rufino,Benet,Masculino,Virtuosa
2023-05-15,Bello,Cecilia,Valenciano,Femenino,Choco candy
2023-05-15,San Antonio de Prado,Clarisa,Gomila,Femenino,Sánduche
2023-05-15,Bello,Lucila,Martí,Femenino,Completo
2023-05-15,Medellin,Antonia,Gil,Femenino,Super Box
2023-05-15,Medellin,Clara,Seguí,Femenino,Sánduche
2023-05-15,San Antonio de Prado,Eli,Rosado,Femenino,Virtuosa
2023-05-15,Bello,Josefina,Valentín,Femenino,Liviano
2023-05-15,Bello,Maricruz,Quevedo,Femenino,Sánduche
2023-05-15,Itagui,Isidoro,Gomila,Masculino,Sánduche
2023-05-15,Medellin,Iris,Quintana,Femenino,V gomas
2023-05-15,La Estrella,Nuria,Gallo,Femenino,Variado
2023-05-15,Bello,Macarena,Pardo,Femenino,Liviano
2023-05-15,Itagui,Eloísa,Nuñez,Femenino,Waffle
2023-05-15,Sabaneta,Florencia,Catalá,Femenino,Variado
2023-05-15,Envigado,Eugenia,Morata,Femenino,Completo
2023-05-15,Itagui,Marcial,Pina,Masculino,Virtuosa
2023-05-15,Envigado,Juan Carlos,Gimeno,Masculino,Bizcopizza
2023-05-15,Itagui,Narcisa,Vallés,Femenino,Kit de emergencia
2023-05-15,Bello,Olivia,Piñeiro,Femenino,Sánduche
2023-05-15,La Estrella,Aureliano,Figuerola,Masculino,Completo
2023-05-15,Medellin,Borja,Galan,Masculino,Sánduche
2023-05-15,Medellin,Angelita,Valdés,Femenino,Bizcopizza
2023-05-15,Itagui,Bruno,Martín,Masculino,V gomas
2023-05-15,Medellin,Chita,Rozas,Femenino,Sánduche
2023-05-15,Itagui,Martirio,Figueroa,Femenino,Completo
2023-05-15,Envigado,Pili,Alcalá,Femenino,Waffle
2023-05-15,Medellin,Pía,Cortina,Femenino,Virtuosa
2023-05-15,Bello,Marita,Barranco,Femenino,Sánduche
2023-05-15,Bello,Augusto,Arco,Masculino,Kit de emergencia
2023-05-15,Sabaneta,Marcela,Quesada,Femenino,Virtuosa
2023-05-15,Bello,Adriana,Palomino,Femenino,Liviano
2023-05-15,Itagui,Teresa,Andrade,Femenino,Variado
2023-05-15,Bello,Fabiana,Gilabert,Femenino,Waffle
2023-05-15,La Estrella,Estrella,Cepeda,Femenino,Kit de emergencia
2023-05-15,Medellin,Maricela,Marín,Femenino,Premium
2023-05-15,Medellin,Custodio,Armengol,Masculino,Choco candy
2023-05-15,Itagui,Paulino,Sevilla,Masculino,Sánduche
2023-05-15,Medellin,Sergio,Cuesta,Masculino,Completo
2023-05-15,Sabaneta,Toribio,Vilar,Masculino,Variado
2023-05-15,Medellin,Felicidad,Avilés,Femenino,Sánduche
2023-05-15,Envigado,Galo,Calvo,Masculino,Tradicional
2023-05-15,San Antonio de Prado,Esmeralda,Lopez,Femenino,Sánduche
2023-05-15,Medellin,Zacarías,Riera,Masculino,Virtuosa
2023-05-15,Sabaneta,Marcia,Becerra,Femenino,Bizcopizza
2023-05-15,Medellin,Begoña,Montserrat,Femenino,Sánduche
2023-05-15,Medellin,Ainara,Colomer,Femenino,Virtuosa
2023-05-15,Bello,Soledad,Ricart,Femenino,Fuerte
2023-05-15,Bello,Inmaculada,Grande,Femenino,Sánduche
2023-05-15,Envigado,Prudencio,Tomé,Masculino,Kit de emergencia
2023-05-15,Bello,Pío,Olivé,Masculino,Fuerte
2023-05-15,Sabaneta,Rafael,Reig,Masculino,Fuerte
2023-05-15,Bello,Evelia,Pintor,Femenino,Completo
2023-05-15,Sabaneta,Lara,Jerez,Femenino,Sánduche
2023-05-15,Bello,Florinda,Barrios,Femenino,Fuerte
2023-05-15,Copacabana,Lupe,Narváez,Masculino,Sánduche
2023-05-15,Bello,Pepita,Caparrós,Femenino,Sánduche
2023-05-15,Medellin,María Teresa,Cal,Femenino,Mecatera
2023-05-15,Bello,Benjamín,Sáenz,Masculino,Fuerte
2023-05-15,Medellin,Genoveva,Lastra,Femenino,Liviano
2023-05-15,Envigado,Ramona,Vega,Femenino,Variado
2023-05-15,Itagui,Salud,Chaparro,Femenino,Bizcopizza
2023-05-15,Bello,Isaura,Pavón,Femenino,Sánduche
2023-05-15,Itagui,Rosaura,Arnaiz,Femenino,Liviano
2023-05-15,Bello,Cecilia,Trillo,Femenino,Sánduche
2023-05-15,Bello,Gracia,Pol,Femenino,Fuerte
2023-05-15,Medellin,Ignacia,Cerezo,Femenino,Completo
2023-05-15,Bello,Morena,Ríos,Femenino,Premium
2023-05-15,Copacabana,Judith,Herrera,Femenino,Tradicional
2023-05-15,Medellin,Trini,Vilaplana,Femenino,Premium
2023-05-15,Envigado,Paulina,Company,Femenino,Premium
2023-05-15,Caldas,Viviana,Cantero,Femenino,Premium
2023-05-15,Itagui,Celestina,Gomis,Femenino,Completo
2023-05-15,Medellin,Ascensión,Diego,Femenino,Premium
2023-05-15,Sabaneta,Nazaret,Ramos,Masculino,Sánduche
2023-05-15,Bello,Ramona,Bustamante,Femenino,Bizcopizza
2023-05-15,La Estrella,Milagros,Andres,Femenino,V gomas
2023-05-15,Bello,Arturo,Miguel,Masculino,Bandeja fresas
2023-05-15,Medellin,Leoncio,Niño,Masculino,Cupcakes
2023-05-15,Medellin,Lola,Jove,Femenino,Fuerte
2023-05-15,Medellin,Teófilo,Ferrera,Masculino,Variado
2023-05-15,San Antonio de Prado,Fernando,Bonilla,Masculino,Waffle
2023-05-15,La Estrella,Celestina,Canales,Femenino,V fresas
2023-05-15,Bello,Maura,Arana,Femenino,Liviano
2023-05-15,San Antonio de Prado,Moisés,Heras,Masculino,Sánduche
2023-05-15,Medellin,Nando,Calderón,Masculino,Sánduche
2023-05-15,Medellin,Seve,Gutierrez,Masculino,Variado
2023-05-15,Itagui,Dani,Torres,Masculino,V gomas
2023-05-15,Medellin,Marisol,Calzada,Femenino,Sánduche
2023-05-15,Medellin,Tito,Pareja,Masculino,Mecatera
2023-05-15,San Antonio de Prado,Ainoa,Baeza,Femenino,Tradicional
2023-05-15,Bello,Ulises,Font,Masculino,Completo
2023-05-15,Sabaneta,Miriam,Rios,Femenino,Variado
2023-05-15,Medellin,Fidel,Garriga,Masculino,Sánduche
2023-05-15,Medellin,Maribel,Llano,Femenino,Waffle
2023-05-15,Medellin,Heliodoro,Ojeda,Masculino,Variado
2023-05-15,La Estrella,Iris,Poza,Femenino,Variado
2023-05-15,Sabaneta,Antonia,Samper,Femenino,Fuerte
2023-05-15,Medellin,José Luis,Plana,Masculino,Bizcopizza
2023-05-15,Bello,Amaya,Ledesma,Femenino,Sánduche
2023-05-15,San Antonio de Prado,Amarilis,Acuña,Femenino,Premium
2023-05-15,Copacabana,Mauricio,Casares,Masculino,Fuerte
2023-05-15,Medellin,Ángeles,Raya,Femenino,Virtuosa
2023-05-15,Bello,Estela,Vazquez,Femenino,Tradicional
2023-05-15,Caldas,Lola,Bermejo,Femenino,Bizcopizza
2023-05-15,Itagui,Florentina,Ayala,Femenino,Variado
2023-05-15,Itagui,Aarón,Ojeda,Masculino,Tradicional
2023-05-15,Medellin,Jimena,Palacio,Femenino,Sánduche
2023-05-15,Envigado,Victoriano,Aramburu,Masculino,Sánduche
2023-05-15,San Antonio de Prado,Paz,Prado,Femenino,Fuerte
2023-05-15,Bello,Susana,Cal,Femenino,Tradicional
2023-05-15,Bello,Alejo,Castro,Masculino,Choco box
2023-05-15,La Estrella,Alma,Márquez,Femenino,Variado
2023-05-15,Envigado,Tania,Jáuregui,Femenino,Sánduche
2023-05-15,Bello,Ámbar,Yáñez,Femenino,Sánduche
2023-05-15,San Antonio de Prado,Priscila,Samper,Femenino,Fuerte
2023-05-15,Medellin,Calixta,Neira,Femenino,Liviano
2023-05-15,Itagui,Miguel,Sureda,Masculino,V gomas
2023-05-15,San Antonio de Prado,Leyre,Seco,Femenino,Sánduche
2023-05-15,Bello,Ruy,Elías,Masculino,Liviano
2023-05-15,Caldas,Adela,Herranz,Femenino,Sánduche
2023-05-15,La Estrella,Felicidad,Abellán,Femenino,Sánduche
2023-05-15,Copacabana,Mireia,Escrivá,Femenino,Sánduche
2023-05-15,San Antonio de Prado,Evaristo,Leon,Masculino,Completo
2023-05-15,Medellin,Emigdio,Alonso,Masculino,Variado
2023-05-15,Bello,Maximino,Meléndez,Masculino,Variado
2023-05-15,Medellin,Silvia,Porras,Femenino,Sánduche
2023-05-15,Copacabana,Amarilis,Fábregas,Femenino,Tradicional
2023-05-15,Itagui,Leticia,Gordillo,Femenino,Kit de emergencia
2023-05-15,Copacabana,Juan,Gimenez,Masculino,Premium
2023-05-15,Medellin,Bruno,Zabaleta,Masculino,Bizcopizza
2023-05-15,Itagui,María Dolores,Castelló,Femenino,Virtuosa
2023-05-15,Medellin,Edelmira,Lorenzo,Femenino,Cupcakes
2023-05-15,Bello,Lucía,Cervera,Femenino,Tradicional
2023-05-15,Copacabana,Enrique,Duarte,Masculino,Bizcopizza
2023-05-15,Sabaneta,Dafne,Chaves,Femenino,Bandeja frutas
2023-05-15,Bello,Manolo,Moliner,Masculino,Premium
2023-05-15,Bello,Maxi,Andrade,Femenino,Sánduche
2023-05-15,Medellin,Olimpia,Caballero,Femenino,Bizcopizza
2023-05-15,Medellin,Flor,Vaquero,Femenino,Virtuosa
2023-05-15,San Antonio de Prado,Yago,Benavides,Masculino,Cerv box
2023-05-15,Bello,Julio César,Barbero,Masculino,Choco candy
2023-05-15,San Antonio de Prado,Eladio,Prado,Masculino,Sánduche
2023-05-15,Sabaneta,Dorotea,Morera,Femenino,Premium
2023-05-15,Medellin,Candelario,Sala,Masculino,Premium
2023-05-15,Sabaneta,Abraham,Reina,Masculino,Variado
2023-05-15,Copacabana,Crescencia,Robles,Femenino,Bandeja frutas
2023-05-15,Medellin,Zoraida,Zabaleta,Femenino,Bizcopizza
2023-05-15,Sabaneta,Celestina,Castell,Femenino,Virtuosa
2023-05-15,Medellin,Gisela,Sureda,Femenino,Virtuosa
2023-05-15,Copacabana,Pía,Ramis,Femenino,Variado
2023-05-15,San Antonio de Prado,Victoria,Cabeza,Femenino,Tradicional
2023-05-15,Envigado,Nazaret,Cazorla,Femenino,Sánduche
2023-05-15,Bello,Elena,Amaya,Femenino,Bandeja frutas
2023-05-15,Itagui,Víctor,Yáñez,Masculino,Choco candy
2023-05-15,Medellin,María Jesús,Escalona,Femenino,Virtuosa
2023-05-15,Sabaneta,Constanza,Solera,Femenino,Choco box
2023-05-15,Envigado,Mayte,Portero,Femenino,Bizcopizza
2023-05-15,La Estrella,Osvaldo,Garay,Masculino,Fuerte
2023-05-15,Sabaneta,Alexandra,Zabaleta,Femenino,Completo
2023-05-15,Copacabana,Jovita,Diez,Femenino,Variado
2023-05-15,Bello,Nydia,Garmendia,Femenino,Bandeja fresas
2023-05-15,Bello,Aránzazu,Pinedo,Femenino,Variado
2023-05-15,Copacabana,Lilia,Escudero,Femenino,Variado
2023-05-15,Medellin,Isidoro,Garriga,Masculino,Sánduche
2023-05-15,Caldas,Melisa,Pujol,Femenino,Bizcopizza
2023-05-15,Medellin,Miguela,Garcia,Femenino,Completo
2023-05-15,Sabaneta,Alfonso,Andreu,Masculino,Choco candy
2023-05-15,Itagui,Cloe,Clemente,Femenino,Bizcopizza
2023-06-14,San Antonio de Prado,Édgar,Rodríguez,Masculino,Tradicional
2023-06-14,Medellin,Eligia,Salvà,Femenino,Bizcopizza
2023-06-14,Sabaneta,Dorotea,Múñiz,Femenino,Variado
2023-06-14,Envigado,Emperatriz,Cantero,Femenino,Sánduche
2023-06-14,Itagui,Maximiano,Torre,Masculino,Super Box
2023-06-14,Envigado,Gregorio,Pina,Masculino,Tradicional
2023-06-14,Envigado,Inés,Velasco,Femenino,Premium
2023-06-14,San Antonio de Prado,Pepito,Ibarra,Masculino,Variado
2023-06-14,Itagui,Regina,Navas,Femenino,Tradicional
2023-06-14,Sabaneta,Mónica,Nogués,Femenino,Mini gomas
2023-06-14,Bello,Flora,Bonet,Femenino,Choco candy
2023-06-14,Bello,Fausto,Castilla,Masculino,Sánduche
2023-06-14,Bello,Cándida,Macías,Femenino,Bizcopizza
2023-06-14,Medellin,Marisol,Corominas,Femenino,Tradicional
2023-06-14,Bello,Viviana,Benavides,Femenino,Sánduche
2023-06-14,San Antonio de Prado,Blas,Coll,Masculino,Bizcopizza
2023-06-14,Caldas,Lola,Arroyo,Femenino,Kit de emergencia
2023-06-14,Medellin,Alba,Blanch,Femenino,Sánduche
2023-06-14,San Antonio de Prado,Socorro,Alfaro,Femenino,V gomas
2023-06-14,Medellin,Rosalinda,Mas,Femenino,Virtuosa
2023-06-14,Envigado,Paco,Daza,Masculino,Fuerte
2023-06-14,Medellin,María Carmen,Arana,Femenino,Sánduche
2023-06-14,Copacabana,Febe,Corominas,Femenino,Sánduche
2023-06-14,Medellin,Salomé,Higueras,Femenino,Fuerte
2023-06-14,Sabaneta,Damián,Álvaro,Masculino,Sánduche
2023-06-14,Medellin,Petrona,Briones,Femenino,Bandeja frutas
2023-06-14,Medellin,Áurea,Guerra,Femenino,Super Box
2023-06-14,La Estrella,Morena,Castilla,Femenino,V fresas
2023-06-14,Bello,Nacio,Caparrós,Masculino,Waffle
2023-06-14,Bello,Agustín,Valverde,Masculino,Variado
2023-06-14,Bello,Jordana,Rosado,Femenino,Variado
2023-06-14,Medellin,Judith,Sola,Femenino,Super Box
2023-06-14,Bello,Juan José,Escudero,Masculino,Sánduche
2023-06-14,Medellin,Teresita,Hierro,Femenino,Premium
2023-06-14,Medellin,Sol,Gabaldón,Femenino,Sánduche
2023-06-14,Envigado,Paz,Figueras,Femenino,Completo
2023-06-14,Medellin,Bernardita,Bas,Femenino,Premium
2023-06-14,Itagui,Elvira,Montaña,Femenino,Choco box
2023-06-14,San Antonio de Prado,Priscila,Quero,Femenino,Fuerte
2023-06-14,Medellin,Jacobo,Cañete,Masculino,Variado
2023-06-14,Medellin,Apolonia,Córdoba,Femenino,Bizcopizza
2023-06-14,Medellin,Rita,Franco,Femenino,Completo
2023-06-14,Sabaneta,Iker,Somoza,Masculino,Cupcakes
2023-06-14,La Estrella,Luis Ángel,Diaz,Masculino,Completo
2023-06-14,Medellin,Graciela,Lladó,Femenino,Choco candy
2023-06-14,La Estrella,María Belén,Torre,Femenino,Bizcopizza
2023-06-14,Medellin,Iker,Maldonado,Masculino,Bizcopizza
2023-06-14,Medellin,Aura,Corbacho,Femenino,Sánduche
2023-06-14,Medellin,Alexandra,Franco,Femenino,Virtuosa
2023-06-14,Bello,Carlito,Ayala,Masculino,Variado
2023-06-14,Envigado,Lucho,Vaquero,Masculino,Bizcopizza
2023-06-14,La Estrella,Eulalia,Canet,Femenino,Variado
2023-06-14,Bello,Ricardo,Ruiz,Masculino,Sánduche
2023-06-14,La Estrella,Chema,Quintanilla,Masculino,Virtuosa
2023-06-14,Itagui,Guadalupe,Campillo,Masculino,Sánduche
2023-06-14,Medellin,Primitiva,Paniagua,Femenino,Variado
2023-06-14,Sabaneta,Jordán,Diaz,Masculino,Choco candy
2023-06-14,Caldas,Bartolomé,Company,Masculino,Sánduche
2023-06-14,Envigado,Lina,Coca,Femenino,Mini gomas
2023-06-14,Caldas,Agapito,Español,Masculino,Waffle
2023-06-14,Itagui,Isaura,Leiva,Femenino,Virtuosa
2023-06-14,Medellin,Pablo,Torrens,Masculino,Bizcopizza
2023-06-14,Caldas,Cayetana,Elías,Femenino,Variado
2023-06-14,Medellin,Sol,Rius,Femenino,Choco box
2023-06-14,Itagui,Teodora,Mora,Femenino,Completo
2023-06-14,Sabaneta,Galo,Aller,Masculino,Waffle
2023-06-14,Copacabana,Martin,Jáuregui,Masculino,Completo
2023-06-14,Copacabana,María Dolores,Prat,Femenino,Sánduche
2023-06-14,Bello,Hilario,Falcó,Masculino,Waffle
2023-06-14,La Estrella,Eligia,Cifuentes,Femenino,Premium
2023-06-14,Caldas,Itziar,Carvajal,Femenino,Sánduche
2023-06-14,Bello,Catalina,Santos,Femenino,Virtuosa
2023-06-14,Bello,Perlita,Martín,Femenino,Fuerte
2023-06-14,Medellin,Timoteo,Roma,Masculino,Sánduche
2023-06-14,Sabaneta,José Luis,Sanmartín,Masculino,Premium
2023-06-14,Medellin,Albert,Amorós,Masculino,Liviano
2023-06-14,La Estrella,Vito,Macias,Masculino,Fuerte
2023-06-14,Envigado,Calisto,Alvarez,Masculino,Bizcopizza
2023-06-14,La Estrella,Noemí,Sarabia,Femenino,Liviano
2023-06-14,Sabaneta,Catalina,Portero,Femenino,Premium
2023-06-14,Bello,Iker,Villena,Masculino,Virtuosa
2023-06-14,Medellin,Anabel,Manzanares,Femenino,Variado
2023-06-14,Medellin,Eliana,Rivero,Femenino,Bandeja frutas
2023-06-14,Sabaneta,Otilia,Cervera,Femenino,Virtuosa
2023-06-14,Copacabana,Aitor,Aparicio,Masculino,Completo
2023-06-14,Caldas,Ximena,Bernad,Femenino,Bandeja frutas
2023-06-14,La Estrella,Ciro,Vilanova,Masculino,Waffle
2023-06-14,Bello,Diana,Campos,Femenino,Liviano
2023-06-14,San Antonio de Prado,Concepción,Lasa,Femenino,Sánduche
2023-06-14,Medellin,Itziar,Collado,Femenino,Waffle
2023-06-14,Itagui,Leandro,Esteban,Masculino,Fuerte
2023-06-14,Bello,Santiago,Acevedo,Masculino,Waffle
2023-06-14,Medellin,Quirino,Ribera,Masculino,Bizcopizza
2023-06-14,Medellin,Noa,Sáenz,Femenino,Completo
2023-06-14,Bello,Úrsula,Cañas,Femenino,Premium
2023-06-14,Envigado,Bernardo,Campos,Masculino,Completo
2023-06-14,Copacabana,Mónica,Rovira,Femenino,Choco box
2023-06-14,Medellin,Emma,Rincón,Femenino,Choco box
2023-06-14,Envigado,Bienvenida,Valenzuela,Femenino,Bizcopizza
2023-06-14,Caldas,Leyre,Quirós,Femenino,Bizcopizza
2023-06-14,Caldas,Clara,Calderon,Femenino,Choco box
2023-06-14,San Antonio de Prado,Luz,Giner,Femenino,Bizcopizza
2023-06-14,Envigado,Georgina,Azcona,Femenino,Completo
2023-06-14,San Antonio de Prado,Tere,Revilla,Femenino,Sánduche
2023-06-14,Bello,María Dolores,Pozo,Femenino,Completo
2023-06-14,Itagui,América,Benavent,Femenino,Virtuosa
2023-06-14,Itagui,Raimundo,Mate,Masculino,Cupcakes
2023-06-14,San Antonio de Prado,Victoria,Mariscal,Femenino,Virtuosa
2023-06-14,Bello,Tristán,Carpio,Masculino,Completo
2023-06-14,Bello,Calista,Cañete,Femenino,Variado
2023-06-14,Medellin,Andrés Felipe,Amaya,Masculino,Choco box
2023-06-14,Medellin,Fernanda,Pla,Femenino,Virtuosa
2023-06-14,Medellin,Leocadia,Atienza,Femenino,Virtuosa
2023-06-14,Medellin,Ascensión,Valencia,Femenino,Completo
2023-06-14,Medellin,Amado,Casares,Masculino,Tradicional
2023-06-14,San Antonio de Prado,Haroldo,Gordillo,Masculino,Variado
2023-06-14,Itagui,Tatiana,Vicente,Femenino,Kit de emergencia
2023-06-14,Envigado,Pablo,Calvo,Masculino,Completo
2023-06-14,Copacabana,Segismundo,Parejo,Masculino,Virtuosa
2023-06-14,Sabaneta,Almudena,Garay,Femenino,Completo
2023-06-14,Bello,Irma,Marín,Femenino,Completo
2023-06-14,Bello,Trinidad,Capdevila,Masculino,Tradicional
2023-06-14,San Antonio de Prado,Ana Sofía,Priego,Femenino,Choco candy
2023-06-14,Bello,Epifanio,Calderon,Masculino,Cupcakes
2023-06-14,Medellin,Alexandra,Pozuelo,Femenino,Premium
2023-06-14,Medellin,Piedad,Méndez,Femenino,Virtuosa
2023-06-14,Sabaneta,Carmela,Sáez,Femenino,Sánduche
2023-06-14,Envigado,Victoria,Navas,Femenino,Fuerte
2023-06-14,Itagui,Julieta,Otero,Femenino,Bandeja fresas
2023-06-14,Copacabana,Concepción,Hervás,Femenino,Completo
2023-06-14,Medellin,Teo,Barbero,Masculino,Premium
2023-06-14,Bello,Pacífica,Rosa,Femenino,Sánduche
2023-06-14,Medellin,Purificación,Gibert,Femenino,Fuerte
2023-06-14,Itagui,Isabel,Vives,Femenino,Liviano
2023-06-14,Sabaneta,Rafaela,Quirós,Femenino,Completo
2023-06-14,Caldas,Raquel,Robledo,Femenino,Completo
2023-06-14,San Antonio de Prado,Eligio,Ortiz,Masculino,Cupcakes
2023-06-14,Medellin,Ani,Ariza,Femenino,Sánduche
2023-06-14,Medellin,Sol,Garriga,Femenino,Choco candy
2023-06-14,Medellin,Eusebio,Blanch,Masculino,Sánduche
2023-06-14,Medellin,Jesús,Mendoza,Masculino,Fuerte
2023-06-14,Sabaneta,Genoveva,Ortuño,Femenino,Sánduche
2023-06-14,San Antonio de Prado,Anunciación,Corominas,Femenino,Waffle
2023-06-14,Sabaneta,Angélica,Haro,Femenino,Sánduche
2023-06-14,Copacabana,Lina,Jordán,Femenino,Completo
2023-06-14,Medellin,Adelaida,Ibarra,Femenino,Cupcakes
2023-06-14,Medellin,Zoraida,Vazquez,Femenino,Bizcopizza
2023-06-14,La Estrella,Clotilde,Arteaga,Femenino,Variado
2023-06-14,San Antonio de Prado,Georgina,Salazar,Femenino,Sánduche
2023-06-14,Medellin,Nayara,Badía,Femenino,Variado
2023-06-14,Medellin,Ligia,Fonseca,Femenino,Tradicional
2023-06-14,La Estrella,Haydée,Páez,Femenino,Tradicional
2023-06-14,La Estrella,Rosalinda,Cisneros,Femenino,Variado
2023-06-14,Itagui,Sebastián,Alcolea,Masculino,Completo
2023-06-14,Sabaneta,Artemio,Almagro,Masculino,Choco candy
2023-06-14,Envigado,Caridad,Pont,Femenino,Fuerte
2023-06-14,San Antonio de Prado,Azeneth,Lara,Femenino,Virtuosa
2023-06-14,Itagui,Primitiva,Pastor,Femenino,Mini gomas
2023-06-14,Itagui,Adalberto,Gutierrez,Masculino,Bizcopizza
2023-06-14,Caldas,Cándida,Cases,Femenino,Sánduche
2023-06-14,Sabaneta,María José,Martínez,Femenino,Bizcopizza
2023-06-14,Medellin,María Pilar,Romeu,Femenino,Bandeja frutas
2023-06-14,Caldas,Marcela,Valenzuela,Femenino,Sánduche
2023-06-14,Medellin,Obdulia,Mercader,Femenino,Completo
2023-06-14,Medellin,Cruz,Bayón,Femenino,Variado
2023-06-14,Medellin,Celso,Sosa,Masculino,Sánduche
2023-06-14,Medellin,Nazaret,Cabo,Femenino,Tradicional
2023-06-14,Itagui,Ricarda,Ordóñez,Femenino,Mini gomas
2023-06-14,Envigado,Elodia,Pomares,Femenino,Waffle
2023-06-14,Medellin,Aurora,Ruiz,Femenino,Fuerte
2023-06-14,Medellin,Anabel,Falcó,Femenino,Sánduche
2023-06-14,Medellin,Máximo,Montalbán,Masculino,Completo
2023-06-14,Medellin,Feliciano,Fajardo,Masculino,Bizcopizza
2023-06-14,Copacabana,Cristóbal,Roda,Masculino,Sánduche
2023-06-14,Itagui,Brígida,Bayona,Femenino,Completo
2023-06-14,Bello,Irene,Pons,Femenino,Sánduche
2023-06-14,Envigado,Ruperto,Olivé,Masculino,Bizcopizza
2023-06-14,San Antonio de Prado,Melania,Quesada,Femenino,Virtuosa
2023-06-14,Itagui,Salomé,Guardia,Femenino,Variado
2023-06-14,Medellin,Bernardo,Echeverría,Masculino,Virtuosa
2023-06-14,San Antonio de Prado,Ale,Carreras,Femenino,Tradicional
2023-06-14,Medellin,Trinidad,Giner,Femenino,Sánduche
2023-06-14,Medellin,Ramona,Moya,Femenino,Sánduche
2023-06-14,Itagui,Julio,Alberto,Masculino,Variado
2023-06-14,Medellin,Lucía,Morillo,Femenino,Virtuosa
2023-06-14,Medellin,Simón,Gallardo,Masculino,Virtuosa
2023-06-14,La Estrella,Cayetana,Morillo,Femenino,Waffle
2023-06-14,Medellin,Azeneth,Guillén,Femenino,Variado
2023-06-14,Envigado,Trinidad,Agullo,Femenino,Bandeja frutas
2023-06-14,Medellin,Aureliano,Larrañaga,Masculino,Virtuosa
2023-06-14,La Estrella,Rita,Aguado,Femenino,Bizcopizza
2023-06-14,Bello,Máximo,Casado,Masculino,Liviano
